;;;gbg zu Hildesheim AG;gbg zu Hildesheim AG
;;;GE U/S Deutschland GmbH;GE U/S Deutschland GmbH
;;;GE Wind Energy GmbH;GE Wind Energy GmbH
;;;GEA Air Treatment GmbH;GEA Air Treatment GmbH
;;;"Gebr. Becker GmbH &amp; Co. KG";"Gebr. Becker GmbH &amp; Co. KG"
;;;"Gebr. Eickhoff Maschinenfabrik u. Eisengießerei GmbH; Eickhoff Verwaltungs- und Beteiligungs-GmbH";"Gebr. Eickhoff Maschinenfabrik u. Eisengießerei GmbH; Eickhoff Verwaltungs- und Beteiligungs-GmbH"
;;;"Gebr. Friedrich GmbH &amp; Co KG";"Gebr. Friedrich GmbH &amp; Co KG"
;;;"Gebr. Heyl Analysentechnik GmbH &amp; Co. KG";"Gebr. Heyl Analysentechnik GmbH &amp; Co. KG"
;;;"Gebrüder Götz GmbH &amp; Co.KG";"Gebrüder Götz GmbH &amp; Co.KG"
;;;Geistlich Biomaterials GmbH;Geistlich Biomaterials GmbH
;;;GELSENWASSER;GELSENWASSER
;;;;GELSENWASSER AG
;;;Gemeinde Essen;Gemeinde Essen
;;;Gemeinnützige Dr. E. A. Langner-Stiftung;Gemeinnützige Dr. E. A. Langner-Stiftung
;;;;Gemeinnützige Dr. E.A. Langner-Stiftung
;;;Generali Deutschland Holding AG;Generali Deutschland Holding AG
;;;;Generali Versicherung AG
;;;Genossenschaftsverband Norddeutschland;Genossenschaftsverband Norddeutschland
;;;Georg Fischer GmbH;Georg Fischer GmbH
;;;Georg Gottlob Stiftung;Georg Gottlob Stiftung
;;;Georg Haindl Wissenschaftsstiftung;Georg Haindl Wissenschaftsstiftung
;;;Georg Thieme-Verlag KG;Georg Thieme-Verlag KG
;;;Georg und Maria Dietrich Logistik-Stiftung Offenburg;Georg und Maria Dietrich Logistik-Stiftung Offenburg
;;;George P. Johnson GmbH;George P. Johnson GmbH
;;;Georgsmarienhütte GmbH;Georgsmarienhütte GmbH
;;;Georgsmarienhütte Holding;Georgsmarienhütte Holding
;;;Gerd-Moeller-Stiftung;Gerd-Moeller-Stiftung
;;;Gerda Henkel Stiftung;Gerda Henkel Stiftung
;;;Gerhard Bürger-Stiftungsprofessur;Gerhard Bürger-Stiftungsprofessur
;;;GERMAN FILMS;GERMAN FILMS
;;;Gerresheimer Regensburg GmbH;Gerresheimer Regensburg GmbH
;;;Gerresheimer Regensburg GmbH, IMA Automation Amberg GmbH;Gerresheimer Regensburg GmbH, IMA Automation Amberg GmbH
;;;Gertrud und Hellmut Barthel-Stiftung Varel;Gertrud und Hellmut Barthel-Stiftung Varel
;;;Gesamtverband der Deutschen Versicherungswirtschaft e. V.;Gesamtverband der Deutschen Versicherungswirtschaft e. V.
;;;Geschäftsführer der Hilti GmbH;Geschäftsführer der Hilti GmbH
;;;Geschäftsführer Prognos AG;Geschäftsführer Prognos AG
;;;Gesellschaft der Freunde der MHH;Gesellschaft der Freunde der MHH
;;;Gesellschaft deutscher Chemiker;Gesellschaft deutscher Chemiker
;;;Gesellschaft f. staatsbürgerl. Bildung, Saarbrücken;Gesellschaft f. staatsbürgerl. Bildung, Saarbrücken
;;;"GETRAG - Getriebe- und ZahnradfabrikHermann Hagenmeyer GmbH &amp; Cie KG Untergruppenbach";"GETRAG - Getriebe- und ZahnradfabrikHermann Hagenmeyer GmbH &amp; Cie KG Untergruppenbach"
;;;GfK Nürnberg e.V.;GfK Nürnberg e.V.
;;;Gielen-Leyendecker-Stiftung im Stifterverband für die Deutsche Wissenschaft, Philosophische Fakultät der Universität Bonn;Gielen-Leyendecker-Stiftung im Stifterverband für die Deutsche Wissenschaft, Philosophische Fakultät der Universität Bonn
;;;"Gießener Anzeiger Verlags GmbH &amp; Co KG";"Gießener Anzeiger Verlags GmbH &amp; Co KG"
;;;Gilead Sciences GmbH;Gilead Sciences GmbH
;;;"Glaxo Wellcome GmbH &amp; Co., Bad Oldesloe";"Glaxo Wellcome GmbH &amp; Co., Bad Oldesloe"
;;;"Glaxo-Smith-Kline GmbH &amp; Co. KG";"Glaxo-Smith-Kline GmbH &amp; Co. KG"
;;;Glaxosmithkline IHC ltd.;Glaxosmithkline IHC ltd.
;;;Glenn Janes;Glenn Janes
;;;"GMG GmbH &amp; Co. KG";"GMG GmbH &amp; Co. KG"
;;;Gmünder Ersatzkasse GEK;Gmünder Ersatzkasse GEK
;;;GN Hearing GmbH;GN Hearing GmbH
;;;GNS Gesellschaft für Nuklear-Sicherheit mbH;GNS Gesellschaft für Nuklear-Sicherheit mbH
;;;;GNS-Gesellschaft für Nuklear-Service GmbH
;;;Goldbeck West GmbH;Goldbeck West GmbH
;;;;Goldbeck-Stiftung
;;;Gómez Merino, Fernando Carlos;Gómez Merino, Fernando Carlos
;;;Gong Verlag GmbH;Gong Verlag GmbH
;;;Gothaer Kulturstiftung;Gothaer Kulturstiftung
;;;Gottschalk, Dr. Andre;Gottschalk, Dr. Andre
;;;Gramberg Steuerberatung GmbH;Gramberg Steuerberatung GmbH
;;;"Griesinger, Frank; Pius Hospital";"Griesinger, Frank; Pius Hospital"
;;;"Grimme Landmaschinenfabrik GmbH &amp; Co. KG, Damme";"Grimme Landmaschinenfabrik GmbH &amp; Co. KG, Damme"
;;;Groz-Beckert KG;Groz-Beckert KG
;;;Grünenthal GmbH;Grünenthal GmbH
;;;GSG Oldenburger Bau- und Wohnungsbaugesellschaft GmbH;GSG Oldenburger Bau- und Wohnungsbaugesellschaft GmbH
;;;GSI;GSI
;;;;GSI (40 %)
;;;;GSI (50%)
;;;"GT Bischoff Glastechnik AG, Josef Gartner GmbH &amp; Co. KG, Interpane Glasgesellschaft mbH Plattling, Seele GmbH und Sika Deutschland GmbH";"GT Bischoff Glastechnik AG, Josef Gartner GmbH &amp; Co. KG, Interpane Glasgesellschaft mbH Plattling, Seele GmbH und Sika Deutschland GmbH"
;;;GTT mbH;GTT mbH
;;;Guerbet GmbH;Guerbet GmbH
;;;Gundolf Beier Stiftung, Geislingen;Gundolf Beier Stiftung, Geislingen
;;;Günter Meyer-Stiftung, Bremen;Günter Meyer-Stiftung, Bremen
;;;Günter-Köhler- Institut f. Fügetechn. u.Werkstoffpr..;Günter-Köhler- Institut f. Fügetechn. u.Werkstoffpr..
;;;"Günther Cramer, Hübner GmbH, Städtische Werke AG, Glinicke GmbH, Technoform Caprano und Brunnhofer GmbH &amp; Co. KG, Strecker, Berger + Partner, Bärenreiter Verlag, Angelika Bergmann, Christiane Pietzcker, Rohde Tief- u. Straßenbau GmbH, B. Braun Melsun";"Günther Cramer, Hübner GmbH, Städtische Werke AG, Glinicke GmbH, Technoform Caprano und Brunnhofer GmbH &amp; Co. KG, Strecker, Berger + Partner, Bärenreiter Verlag, Angelika Bergmann, Christiane Pietzcker, Rohde Tief- u. Straßenbau GmbH, B. Braun Melsun"
;;;Günther Meyer Stiftung, Bremen;Günther Meyer Stiftung, Bremen
;;;Gustav-Berger-Stiftung Heilbronn, Sparkassenstiftung Heilbronn und Verein der Freunde an der FH Heilbronn;Gustav-Berger-Stiftung Heilbronn, Sparkassenstiftung Heilbronn und Verein der Freunde an der FH Heilbronn
;;;GWFF München (Gesellschaft zur Wahrnehmung von Film- und Fernsehrechten mbH);GWFF München (Gesellschaft zur Wahrnehmung von Film- und Fernsehrechten mbH)
;;;GWG Göttingen mbH, Gött;GWG Göttingen mbH, Gött
;;;GZ-Bank AG Frankfurt/ Stuttgart und SGZ-Bank-;GZ-Bank AG Frankfurt/ Stuttgart und SGZ-Bank-
;;;H. Prof. Dr. jur. Carl-Heinrich Esser, Mannheim;H. Prof. Dr. jur. Carl-Heinrich Esser, Mannheim
;;;HaCon Ingenieurgesellschaft mbH;HaCon Ingenieurgesellschaft mbH
;;;Hamburger Institut f. Sozialforschung;Hamburger Institut f. Sozialforschung
;;;Hamburger Stiftung zur Förderung von Wissenschaft und Kultur;Hamburger Stiftung zur Förderung von Wissenschaft und Kultur
;;;;Hamburger Stiftung zu Förde- rung von Wissenschaften und Kultur
;;;"Hamm Markert Solution GmbH &amp; Co KG";"Hamm Markert Solution GmbH &amp; Co KG"
;;;Hanauer GmbH Co. KGaA;Hanauer GmbH Co. KGaA
;;;Hannover 96 GmbH;Hannover 96 GmbH
;;;Hannover Impuls GmbH;Hannover Impuls GmbH
;;;Hannover Leasing GmbH;Hannover Leasing GmbH
;;;;"Hannover Leasing GmbH &amp; Co. KG"
;;;Hannover Rückversicherung AG;Hannover Rückversicherung AG
;;;;Hannover Rückversicherungs-AG
;;;Hannoversche Versicherungsunternehmen;Hannoversche Versicherungsunternehmen
;;;Hannoversche Volksbank EG;Hannoversche Volksbank EG
;;;Hans Böckler Stiftung;Hans Böckler Stiftung
;;;Hans Gottschalk-Stiftung;Hans Gottschalk-Stiftung
;;;Hans und Marlies Stock-Stiftung;Hans und Marlies Stock-Stiftung
;;;Hans-Fischer-Gesellschaft e.V. / 85345 Freising;Hans-Fischer-Gesellschaft e.V. / 85345 Freising
;;;Hans-Sauer-Stiftung;Hans-Sauer-Stiftung
;;;"Hansa Mare Reederei GmbH &amp; Co.KG, Bremen";"Hansa Mare Reederei GmbH &amp; Co.KG, Bremen"
;;;;Hansa Mare Reederei GmbH, Bremen
;;;HANSA TREUHAND Holding AG;HANSA TREUHAND Holding AG
;;;Hansewissenschaftskolleg;Hansewissenschaftskolleg
;;;Hapag-Lloyd-Stiftung Hamburg;Hapag-Lloyd-Stiftung Hamburg
;;;"Harpa Service und Support GmbH &amp; Co. KG";"Harpa Service und Support GmbH &amp; Co. KG"
;;;;"Harpa Service und Support GmbH &amp; Co.KG, Bremen"
;;;Harting, Espelkamp, Stifterverband für die Wissenschaft;Harting, Espelkamp, Stifterverband für die Wissenschaft
;;;Haufe-Lexware GmbH;Haufe-Lexware GmbH
;;;Häusliche Krankenpflege, Christine Zwinscher GmbH;Häusliche Krankenpflege, Christine Zwinscher GmbH
;;;Haverich, Prof.Dr. Axel;Haverich, Prof.Dr. Axel
;;;HDI-Gerling Sach Serviceholding AG;HDI-Gerling Sach Serviceholding AG
;;;HEGGEMANN AG;HEGGEMANN AG
;;;Heidenhain, Dr. Johannes;Heidenhain, Dr. Johannes
;;;"Heilbronner Stimme GmbH &amp; Co. KG";"Heilbronner Stimme GmbH &amp; Co. KG"
;;;"Heinrich Fip GmbH &amp; Co.KG";"Heinrich Fip GmbH &amp; Co.KG"
;;;Heinz Nixdorf Stiftung;Heinz Nixdorf Stiftung
;;;Heinz und Gisela Friederichs Stiftung;Heinz und Gisela Friederichs Stiftung
;;;"Heise Medien Gruppe GmbH &amp; Co.KG";"Heise Medien Gruppe GmbH &amp; Co.KG"
;;;Heisenberg Professur DFG;Heisenberg Professur DFG
;;;Heisenberg-Professur;Heisenberg-Professur
;;;Helaba;Helaba
;;;"Hella KGaA Hueck &amp; Co";"Hella KGaA Hueck &amp; Co"
;;;;"Hella KGaA Hueck &amp; Co."
;;;Helmholtz Zentrum München;Helmholtz Zentrum München
;;;Helmholtz-Allianz;Helmholtz-Allianz
;;;Helmholtz-Zentrum für Infektionsforschung Braunschweig;Helmholtz-Zentrum für Infektionsforschung Braunschweig
;;;Helmut Zipfel;Helmut Zipfel
;;;Henkel AG;Henkel AG
;;;;Henkel KGaA
;;;Henriette Schmidt-Burkhardt;Henriette Schmidt-Burkhardt
;;;Heristo AG;Heristo AG
;;;Hermann G. Dethleffsen-Familienholding;Hermann G. Dethleffsen-Familienholding
;;;Hermann Reemtsma Stiftung, Hamburg;Hermann Reemtsma Stiftung, Hamburg
;;;Hermann Rothert Stiftung;Hermann Rothert Stiftung
;;;Hermann und Else Schnabel Stiftung / 20354 Hamburg;Hermann und Else Schnabel Stiftung / 20354 Hamburg
;;;Hermann und Lilly Schilling Stiftung;Hermann und Lilly Schilling Stiftung
;;;Herr Dr.-Ing. E.h. Udo-Willi Kögler und Frau Christine Kögler;Herr Dr.-Ing. E.h. Udo-Willi Kögler und Frau Christine Kögler
;;;Herr große Holthaus/PROFI;Herr große Holthaus/PROFI
;;;Herr H. Daulsberg GmbH, Bremen;Herr H. Daulsberg GmbH, Bremen
;;;Herr Hans R. Schmid;Herr Hans R. Schmid
;;;Herrenknecht AG;Herrenknecht AG
;;;Herrenteichslaischaft;Herrenteichslaischaft
;;;Hertie-Stiftung;Hertie-Stiftung
;;;;"Hertie-Stiftung &quot;Klinische Hirnforschung&quot;"
;;;;Hertie-Stiftung, Dr. Senckenbergische Stiftung
;;;Herzogin Anna Amalia Bibliothek;Herzogin Anna Amalia Bibliothek
;;;Herzzentrum Leipzig GmbH;Herzzentrum Leipzig GmbH
;;;;Herzzentrum-Leipzig GmbH
;;;Hessen Metall;Hessen Metall
;;;Hewlett-Packard GmbH;Hewlett-Packard GmbH
;;;;Hewlett-Packard GmbH Deutschland
;;;Hexal AG;Hexal AG
;;;hhpberlin Ingenieure für Brandschutz GmbH;hhpberlin Ingenieure für Brandschutz GmbH
;;;Hilfswerk Ostasien e. V., Bremen;Hilfswerk Ostasien e. V., Bremen
;;;;Hilfswerk Ostasien e. V.. Bremen
;;;Hinrich W. Risken;Hinrich W. Risken
;;;HIS GmbH;HIS GmbH
;;;HIS, Hannover;HIS, Hannover
;;;Hochschule Osnabrück;Hochschule Osnabrück
;;;Hochschulsport Marketing GmbH;Hochschulsport Marketing GmbH
;;;HOCHTIEF;HOCHTIEF
;;;;HOCHTIEF Concessions AG
;;;;HOCHTIEF Solutions AG
;;;Hoechst AG Frankfurt;Hoechst AG Frankfurt
;;;Hofbrauhaus Wolters;Hofbrauhaus Wolters
;;;"Höft &amp; Wessel AG";"Höft &amp; Wessel AG"
;;;Holcim AG;Holcim AG
;;;Holzhauer, Helmut, Dr.;Holzhauer, Helmut, Dr.
;;;Honeywell Specialty Chemicals;Honeywell Specialty Chemicals
;;;Horst Görtz Stiftung;Horst Görtz Stiftung
;;;Hortense von Heppe;Hortense von Heppe
;;;Hospira Germany GmbH;Hospira Germany GmbH
;;;"Hotel &amp; Resort Sonnenalp";"Hotel &amp; Resort Sonnenalp"
;;;Hotel Viva Creativo;Hotel Viva Creativo
;;;Hoya Lens Deutschland GmbH;Hoya Lens Deutschland GmbH
;;;HSBC Globel Asset Management/Prof. Dr. - Ing. Jischa;HSBC Globel Asset Management/Prof. Dr. - Ing. Jischa
;;;Huber SE;Huber SE
;;;Hubertus Wald Stiftung;Hubertus Wald Stiftung
;;;;Hubertus Wald Stiftung, Hamburg
;;;"Hübner GmbH &amp; Co. KG, Kassel";"Hübner GmbH &amp; Co. KG, Kassel"
;;;HUK Coburg;HUK Coburg
;;;;HUK-COBURG Versicherungsgruppe
;;;Hulek, Nancy und Klaus;Hulek, Nancy und Klaus
;;;Hummel, Detlev;Hummel, Detlev
;;;Hüttenwerke Krupp Mannesmann GmbH;Hüttenwerke Krupp Mannesmann GmbH
;;;IAV GmbH;IAV GmbH
;;;IBA GmbH;IBA GmbH
;;;IBM;IBM
;;;;IBM Deutschland GmbH
;;;;IBM Deutschland GmbH[
;;;;IBM Europe
;;;ICS Adminservice GmbH;ICS Adminservice GmbH
;;;IDS Scheer AG;IDS Scheer AG
;;;IFE Eriksen AG;IFE Eriksen AG
;;;ifm electronic GmbH Essen (1,155 Mio. €) Stifterverband für die Dt. Wissenschaft (100,0 Tsd. €);ifm electronic GmbH Essen (1,155 Mio. €) Stifterverband für die Dt. Wissenschaft (100,0 Tsd. €)
;;;IfMOS, Institut f. Mittelstandsfragen an der Universität Osnabrück;IfMOS, Institut f. Mittelstandsfragen an der Universität Osnabrück
;;;ifo Institut für Wirtschaftsforschung e.V.;ifo Institut für Wirtschaftsforschung e.V.
;;;ifw optronics GmbH;ifw optronics GmbH
;;;IGBM Internationale Gesellschaft;IGBM Internationale Gesellschaft
;;;IHK Nordschwarzwald;IHK Nordschwarzwald
;;;IHK Ostbrandenburg;IHK Ostbrandenburg
;;;IHK-Nordschwarzwald;IHK-Nordschwarzwald
;;;IKN GmbH - Ingenieurbüro Kühlerbau;IKN GmbH - Ingenieurbüro Kühlerbau
;;;Immer, Johannes;Immer, Johannes
;;;in-tech systeme AG;in-tech systeme AG
;;;Industrie- u Handelskammer, Osnabrück;Industrie- u Handelskammer, Osnabrück
;;;Industrie- und Handelskammer Braunschweig;Industrie- und Handelskammer Braunschweig
;;;"Industrie- und Handelskammer Ulm mit der Firma EADS Defence &amp; Securitiy";"Industrie- und Handelskammer Ulm mit der Firma EADS Defence &amp; Securitiy"
;;;Industrie- und Handelskammern MD/HAL;Industrie- und Handelskammern MD/HAL
;;;Industrieelektronik Brandenburg GmbH;Industrieelektronik Brandenburg GmbH
;;;Informations- und Bildungszentrum Email e.V.;Informations- und Bildungszentrum Email e.V.
;;;"InnovationCity Management GmbH; BDC Consulting GmbH &amp; Co.KG";"InnovationCity Management GmbH; BDC Consulting GmbH &amp; Co.KG"
;;;Innovationsgesellschaft Technische Universität Braunschweig mbH;Innovationsgesellschaft Technische Universität Braunschweig mbH
;;;Institut für betriebliche Gesundheitsförderung, Köln;Institut für betriebliche Gesundheitsförderung, Köln
;;;Institut für Markentechnik SA;Institut für Markentechnik SA
;;;Institut für Rohrleitungsbau Oldenburg;Institut für Rohrleitungsbau Oldenburg
;;;Institut für Spielanalyse GmbH;Institut für Spielanalyse GmbH
;;;Institut für Weiterbildung e.V.;Institut für Weiterbildung e.V.
;;;Institut Prüfung und Forschung im Bauwesen e. V. (IPFB);Institut Prüfung und Forschung im Bauwesen e. V. (IPFB)
;;;Instituto Di Cibernetica e Biofisica;Instituto Di Cibernetica e Biofisica
;;;Intel GmbH;Intel GmbH
;;;Intel Mobile;Intel Mobile
;;;International Academy;International Academy
;;;Internationaler Freundeskreis;Internationaler Freundeskreis
;;;InterRex GmbH;InterRex GmbH
;;;Intershop Communica- tions AG;Intershop Communica- tions AG
;;;intersoft consulting services AG;intersoft consulting services AG
;;;Inverso GmbH Dr. Ing. Markus Iwig;Inverso GmbH Dr. Ing. Markus Iwig
;;;Investitionsbank Berlin;Investitionsbank Berlin
;;;Investitionsbank des Landes Brandenburg;Investitionsbank des Landes Brandenburg
;;;Investor Center Ostbrandenburg;Investor Center Ostbrandenburg
;;;IPH - Inst. f. Integrierte Prod.G.;IPH - Inst. f. Integrierte Prod.G.
;;;iproplan Planungsgesellschaft mbH;iproplan Planungsgesellschaft mbH
;;;Ipsen Pharma GmbH;Ipsen Pharma GmbH
;;;IQB Career Services AG;IQB Career Services AG
;;;IQuL GmbH Inst. f. Qualtitätsman. in d. uni. Lehre;IQuL GmbH Inst. f. Qualtitätsman. in d. uni. Lehre
;;;ISN Interessengemeinschaft der Schweinehalter e. V., Damme;ISN Interessengemeinschaft der Schweinehalter e. V., Damme
;;;ISR Information Products AG;ISR Information Products AG
;;;Issendorf KG, Sarstedt;Issendorf KG, Sarstedt
;;;ITE-Engineering GmbH;ITE-Engineering GmbH
;;;IURS (Institut für Umwelttechnik und Recycling Senftenberg e.V.);IURS (Institut für Umwelttechnik und Recycling Senftenberg e.V.)
;;;J. Hübner Fabrik elektrische Geräte GmbH;J. Hübner Fabrik elektrische Geräte GmbH
;;;J. Weisser, Nordenham;J. Weisser, Nordenham
;;;J.C.General Services CVBA Belgium;J.C.General Services CVBA Belgium
;;;"J.P.Sauer &amp; Sohn Maschinenbau GmbH, Kiel";"J.P.Sauer &amp; Sohn Maschinenbau GmbH, Kiel"
;;;Jackstädt-Stiftung;Jackstädt-Stiftung
;;;"Jaeger Ausbau Beteiligung GmbH &amp; Co.";"Jaeger Ausbau Beteiligung GmbH &amp; Co."
;;;Jaha Gastro GmbH;Jaha Gastro GmbH
;;;Janssen Cilag GmbH;Janssen Cilag GmbH
;;;"Jenapharm GmbH &amp; Co.KG";"Jenapharm GmbH &amp; Co.KG"
;;;Jenoptik AG;Jenoptik AG
;;;Joachim Siebeneicher Stiftung;Joachim Siebeneicher Stiftung
;;;Joh. Bünting-Stiftung;Joh. Bünting-Stiftung
;;;Joh. Hübner Stiftung;Joh. Hübner Stiftung
;;;;Joh. Hübner Stiftung, Gießen
;;;"Joh. Winklhofer Beteiligungs GmbH &amp; Co. KG";"Joh. Winklhofer Beteiligungs GmbH &amp; Co. KG"
;;;Johanna Quandt;Johanna Quandt
;;;Johannes Dauzenroth;Johannes Dauzenroth
;;;Johannes Heidenhain GmbH;Johannes Heidenhain GmbH
;;;Johannes Hübner GmbH;Johannes Hübner GmbH
;;;Johnson Controls International;Johnson Controls International
;;;JUH -RV-Nieder;JUH -RV-Nieder
;;;Julius Berger International GmbH Wiesbaden;Julius Berger International GmbH Wiesbaden
;;;Junge Öffentliche Versicherung;Junge Öffentliche Versicherung
;;;Junghans, Lars;Junghans, Lars
;;;Juristisches Reptitorium hemmer Osnabrück GbR;Juristisches Reptitorium hemmer Osnabrück GbR
;;;K. Storz GmbH, Bremerhaven;K. Storz GmbH, Bremerhaven
;;;K.H. Bauer Stiftung;K.H. Bauer Stiftung
;;;K.Storz GmbH, Bremerhaven;K.Storz GmbH, Bremerhaven
;;;Kaehlig Antriebstechnik GmbH;Kaehlig Antriebstechnik GmbH
;;;KAHLA Thüringen Porzellan GmbH;KAHLA Thüringen Porzellan GmbH
;;;Kali und Salz AG;Kali und Salz AG
;;;Kalvelage Holding GmbH, Höltinghausen;Kalvelage Holding GmbH, Höltinghausen
;;;Kanzlei P+P Pöllath und Partners;Kanzlei P+P Pöllath und Partners
;;;Kanzlei Wilfried Steinke;Kanzlei Wilfried Steinke
;;;"KAPP GmbH, Coburg; LASCO Umformtechnik GmbH, Coburg; Werkzeugmaschinenfabrik WALDRICH, Coburg";"KAPP GmbH, Coburg; LASCO Umformtechnik GmbH, Coburg; Werkzeugmaschinenfabrik WALDRICH, Coburg"
;;;Kapp-Niles Unternehmensgruppe;Kapp-Niles Unternehmensgruppe
;;;Kappa optronics GmbH;Kappa optronics GmbH
;;;Karin und Uwe Hollweg Stiftung, Bremen;Karin und Uwe Hollweg Stiftung, Bremen
;;;Karl Behrens Softwareentwicklung;Karl Behrens Softwareentwicklung
;;;Karl E, Brinkmann GmbH;Karl E, Brinkmann GmbH
;;;Karl Schlecht Gemeinnützige Stiftung (KSG);Karl Schlecht Gemeinnützige Stiftung (KSG)
;;;Karl Storz GmbH;Karl Storz GmbH
;;;;"Karl Storz GmbH &amp; Co.KG"
;;;Karl-Heinz Foehlinger;Karl-Heinz Foehlinger
;;;Karl-Schlecht-Stiftung;Karl-Schlecht-Stiftung
;;;Karl-Zeiss-Stiftung;Karl-Zeiss-Stiftung
;;;Katholischer Hospitalverbund Hellweg, Unna;Katholischer Hospitalverbund Hellweg, Unna
;;;Keller Lufttechnik;Keller Lufttechnik
;;;Kerckhoff-Stiftung;Kerckhoff-Stiftung
;;;;Kerckhoff-Stiftung (75 %)
;;;KG transmitter components GmbH;KG transmitter components GmbH
;;;Kiene, Dr, Bernd, Vechta;Kiene, Dr, Bernd, Vechta
;;;Kieserling Stiftung, Bremen;Kieserling Stiftung, Bremen
;;;;Kieserling-Stiftung, Bremen
;;;Kieserling Stiftung, Conrad-Naber-Stiftung, Stiftung der Bremer Landesbank, Bremer Rhederverein e.V., Wirtschaftsprüfungs- und Steuerberatungsgesellschaft Dr. Steinberg und Partner GmbH;Kieserling Stiftung, Conrad-Naber-Stiftung, Stiftung der Bremer Landesbank, Bremer Rhederverein e.V., Wirtschaftsprüfungs- und Steuerberatungsgesellschaft Dr. Steinberg und Partner GmbH
;;;"Kind Hörgeräte GmbH &amp; Co. KG";"Kind Hörgeräte GmbH &amp; Co. KG"
;;;;"Kind Hörgeräte GmH &amp; Co. KG"
;;;Kinderhilfe Organtransplantation;Kinderhilfe Organtransplantation
;;;Kinderhut GmbH;Kinderhut GmbH
;;;KIRCHHOFF Gruppe;KIRCHHOFF Gruppe
;;;Kjelberg Stiftung;Kjelberg Stiftung
;;;;Kjellberg Stiftung, Gießen
;;;;Kjellberg-Stiftung
;;;;Kjellberg-Stiftung, Gießen
;;;Klaus Krone Stiftung;Klaus Krone Stiftung
;;;Klavierhaus M. Fiech;Klavierhaus M. Fiech
;;;KLEBL Baulogistik GmbH;KLEBL Baulogistik GmbH
;;;Klinikfinder de GBR;Klinikfinder de GBR
;;;Klinikum Hildesheim GmbH, Ameos Klinikum Hildesheim;Klinikum Hildesheim GmbH, Ameos Klinikum Hildesheim
;;;Klinikum Mannheim;Klinikum Mannheim
;;;Klinikum Wahrendorff GmbH;Klinikum Wahrendorff GmbH
;;;Kluever, Jens;Kluever, Jens
;;;Knauf Unternehmensgruppe;Knauf Unternehmensgruppe
;;;knoll.neues.gruen.gmbhn;knoll.neues.gruen.gmbhn
;;;"Koenig &amp; Bauer AG";"Koenig &amp; Bauer AG"
;;;"Kohse, Klaus P.; Klinikum Oldenburg";"Kohse, Klaus P.; Klinikum Oldenburg"
;;;Kölner Gymnasial Stiftungsfond;Kölner Gymnasial Stiftungsfond
;;;Komatsu Hanomag GmbH;Komatsu Hanomag GmbH
;;;Komet Group GmbH;Komet Group GmbH
;;;KOMSA Kommunikation Sachsen AG;KOMSA Kommunikation Sachsen AG
;;;Konsortium (15 Einzelfirmen);Konsortium (15 Einzelfirmen)
;;;Konsortium (sechs Firmen);Konsortium (sechs Firmen)
;;;Konzept-Studio Werbe;Konzept-Studio Werbe
;;;Kosenina, Alexander;Kosenina, Alexander
;;;Kossendey, Thomas;Kossendey, Thomas
;;;Köster GmbH, Osnabrück;Köster GmbH, Osnabrück
;;;Kötting, Johannes;Kötting, Johannes
;;;"KOWA (Kooperationsstelle Wissenschaft &amp; Arbeitswelt), MLP (Marschollek, Lautenschläger und Partner AG), TKK (Techniker Krankenkasse)";"KOWA (Kooperationsstelle Wissenschaft &amp; Arbeitswelt), MLP (Marschollek, Lautenschläger und Partner AG), TKK (Techniker Krankenkasse)"
;;;"KOWA (Kooperationsstelle Wissenschaft &amp; Arbeitswelt), MLP (Marschollek, Lautenschläger und Partner AG),TKK (Techniker Krankenkasse)";"KOWA (Kooperationsstelle Wissenschaft &amp; Arbeitswelt), MLP (Marschollek, Lautenschläger und Partner AG),TKK (Techniker Krankenkasse)"
;;;koziol »ideas for friends GmbH;koziol »ideas for friends GmbH
;;;Kozlik GmbH;Kozlik GmbH
;;;KPMG;KPMG
;;;;KPMG AG
;;;;KPMG Deutsche Treuhand Gesellschaft
;;;;KPMG Deutsche Treuhand-Gesellschaft
;;;Krack,Matthias;Krack,Matthias
;;;Kreissparkasse Biberach;Kreissparkasse Biberach
;;;Kreissparkasse Nordhausen;Kreissparkasse Nordhausen
;;;Kreissparkasse Ostalb und die Sparkassenstiftung Ostalb;Kreissparkasse Ostalb und die Sparkassenstiftung Ostalb
;;;Kress, Ulm;Kress, Ulm
;;;Krones AG;Krones AG
;;;;Krones AG a. D.
;;;Kronoply GmbH;Kronoply GmbH
;;;KSPG AG / Stifterverband für die deutsche Wissenschaft e.V.;KSPG AG / Stifterverband für die deutsche Wissenschaft e.V.
;;;Kühn Sicherheit GmbH;Kühn Sicherheit GmbH
;;;Künkel Prozeßtechnologie GmbH;Künkel Prozeßtechnologie GmbH
;;;Kur- und Rehaklinik GmbH;Kur- und Rehaklinik GmbH
;;;KW-TV Wildau;KW-TV Wildau
;;;KWS Saat AG;KWS Saat AG
;;;"KWS Saat AG, Sievert AG &amp; Co. KG, Thimm Holding GmbH &amp; Co. KG, Nord/LB, Sparkasse Göttingen";"KWS Saat AG, Sievert AG &amp; Co. KG, Thimm Holding GmbH &amp; Co. KG, Nord/LB, Sparkasse Göttingen"
;;;L´Oreal Deutschland GmbH;L´Oreal Deutschland GmbH
;;;LAKUMED Landshut;LAKUMED Landshut
;;;Landesbank Berlin AG;Landesbank Berlin AG
;;;Landesbank Hessen-Thüringen HELABA;Landesbank Hessen-Thüringen HELABA
